# Export of ACLAME MGEs. Version 0.4, category All. Copyright (C) 2002-2018 The ACLAME team.
# ACLAME ID	Name	Segment	Size (bp)	Nb genes	Nb CDS	Taxo ID	MGE Type	Genome type	Genome strands	Genome organisation	Complete	Host(s)	Hosts taxo ID(s)	Cross-references
mge:1600	PR772		14942	31	31	261665	virus	DNA	ds	linear	yes	Salmonella typhimurium LT2	99287	genbank:GenomeProject:15891;genbank:acc:NC_007453;genbank:gi:77124019
mge:1601	phi3396		38528	64	64	423476	virus	DNA	ds	linear	yes	Streptococcus dysgalactiae subsp. equisimilis	119602	genbank:GenomeProject:18859;genbank:acc:NC_009018;genbank:gi:126011062
mge:1602	37		43681	70	70	320840	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15271;genbank:acc:NC_007055;genbank:gi:66395729
mge:1603	ID21		6068	10	10	338101	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16592;genbank:acc:NC_007818;genbank:gi:89888619
mge:1604	P-SSP7		44970	53	53	268748	virus	DNA	ds	linear	yes	Prochlorococcus marinus	1219	genbank:GenomeProject:15134;genbank:acc:NC_006882;genbank:gi:61806401
mge:1605	JK06		46072	82	82	337828	virus	DNA	ds	linear	yes	Escherichia coli O157:H7	83334	genbank:GenomeProject:15569;genbank:acc:NC_007291;genbank:gi:71834082
mge:1606	ID32		6071	10	10	338102	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16593;genbank:acc:NC_007819;genbank:gi:89888630
mge:1607	69		42732	69	69	320834	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15265;genbank:acc:NC_007048;genbank:gi:66395293
mge:1608	Qyrzula		67188	81	81	373414	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17173;genbank:acc:NC_008204;genbank:gi:109521758
mge:1609	Era103		45445	53	53	418443	virus	DNA	ds	linear	yes	Erwinia amylovora	552	genbank:GenomeProject:18839;genbank:acc:NC_009014;genbank:gi:125999960
mge:1610	YS40		152372	170	170	407392	virus	DNA	ds	linear	yes	Thermus thermophilus	274	genbank:GenomeProject:18277;genbank:acc:NC_008584;genbank:gi:118197620
mge:1611	Halo		42289	65	65	373407	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17147;genbank:acc:NC_008202;genbank:gi:109392287
mge:1612	ROSA		43155	74	74	320843	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15274;genbank:acc:NC_007058;genbank:gi:66395965
mge:1613	53		43883	79	79	320835	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15266;genbank:acc:NC_007049;genbank:gi:66395370
mge:1614	Vf33		7965	7	7	127509	virus	DNA	ss	circular	yes	Vibrio parahaemolyticus	670	genbank:GenomeProject:14384;genbank:acc:NC_005948;genbank:gi:49248521
mge:1615	Ragged Hills		16473	37	37	256994	virus	DNA	ds	linear	yes	Sulfolobus sp.	2288	genbank:acc:NC_005360;genbank:gi:42494927
mge:1616	119X		43365	53	53	347326	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:16385;genbank:acc:NC_007807;genbank:gi:89152532
mge:1617	WA11		5387	11	11	338126	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16616;genbank:acc:NC_007843;genbank:gi:89888901
mge:1618	Pipefish		69059	102	102	373413	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17171;genbank:acc:NC_008199;genbank:gi:109521840
mge:1619	Bcep176		44856	81	81	348137	virus	DNA	ds	linear	yes	Burkholderia cepacia	292	genbank:GenomeProject:16102;genbank:acc:NC_007497;genbank:gi:77864625
mge:1620	2972		34704	44	44	306323	virus	DNA	ds	linear	yes	Streptococcus thermophilus	1308	genbank:GenomeProject:15254;genbank:acc:NC_007019;genbank:gi:66391759
mge:1621	PaP2		43783	58	58	270673	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:14377;genbank:acc:NC_005884;genbank:gi:48697070
mge:1622	NC35		6039	10	10	338103	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16594;genbank:acc:NC_007820;genbank:gi:89888641
mge:1623	Twort		130706	195	195	55510	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15246;genbank:acc:NC_007021;genbank:gi:66391255
mge:1624	VP2		39853	47	47	260372	virus	DNA	ds	linear	yes	Vibrio cholerae	666	genbank:GenomeProject:14473;genbank:acc:NC_005879;genbank:gi:48696638
mge:1625	NC41		5386	11	11	338121	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16611;genbank:acc:NC_007838;genbank:gi:89888841
mge:1626	Kamchatka-1		17385	31	31	248496	virus	DNA	ds	linear	yes	Sulfolobus sp.	2288	genbank:GenomeProject:14355;genbank:acc:NC_005361;genbank:gi:42495057
mge:1627	PLot		64787	89	89	373411	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17167;genbank:acc:NC_008200;genbank:gi:109522567
mge:1628	VP882		38197	71	71	261726	virus	DNA	ds	linear	yes	Vibrio parahaemolyticus	670	genbank:GenomeProject:18851;genbank:acc:NC_009016;genbank:gi:126010846
mge:1629	phiHSIC		37966	44	47	310539	virus	DNA	ds	linear	yes	Listonella pelagia	28169	genbank:GenomeProject:15173;genbank:acc:NC_006953;genbank:gi:62362363
mge:1630	P-SSM2		252401	330	329	268746	virus	DNA	ds	linear	yes	Prochlorococcus marinus	1219	genbank:GenomeProject:15135;genbank:acc:NC_006883;genbank:gi:61805872
mge:1632	PA16		72010	0	0	347331	virus	DNA	ds	linear	yes			genbank:GenomeProject:16390;genbank:acc:NC_007812;genbank:gi:89158252
mge:1633	LP65		131522	179	165	298338	virus	DNA	ds	linear	yes	Lactobacillus plantarum	1590	genbank:GenomeProject:14547;genbank:acc:NC_006565;genbank:gi:56693048
mge:1634	NC11		5386	11	11	338118	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16608;genbank:acc:NC_007835;genbank:gi:89888805
mge:1635	WA6		5529	11	11	338135	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16624;genbank:acc:NC_007852;genbank:gi:89888997
mge:1636	PMC		56692	104	104	373412	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17169;genbank:acc:NC_008205;genbank:gi:109522084
mge:1637	phiMFV1		15141	9	16	280702	virus	DNA	ds	linear	yes	Mycoplasma fermentans	2115	genbank:acc:NC_005964;genbank:gi:50058548
mge:1638	ID11		5577	11	11	310953	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:15165;genbank:acc:NC_006954;genbank:gi:62327583
mge:1639	phi1026b		54865	83	83	255131	virus	DNA	ds	linear	yes	Burkholderia pseudomallei	28450	genbank:acc:NC_005284;genbank:gi:38707890
mge:1640	Bam35c		14935	32	32	236750	virus	DNA	ds	linear	yes	Bacillus thuringiensis	1428	genbank:acc:NC_005258;genbank:gi:38640276
mge:1641	phiSM101		38092	54	53	396359	virus	DNA	ds	linear	yes	Clostridium perfringens SM101	289380	genbank:GenomeProject:12521;genbank:acc:NC_008265;genbank:gi:110804020
mge:1642	EW		45286	77	77	320841	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15272;genbank:acc:NC_007056;genbank:gi:66395807
mge:1643	42e		45861	79	79	320837	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15268;genbank:acc:NC_007052;genbank:gi:66395508
mge:1644	K1-5		44385	52	52	187764	virus	DNA	ds	linear	yes	Escherichia coli	562	genbank:GenomeProject:17059;genbank:acc:NC_008152;genbank:gi:108861984
mge:1645	BcepC6B		42415	46	46	279280	virus	DNA	ds	linear	yes	Burkholderia cepacia	292	genbank:GenomeProject:14379;genbank:acc:NC_005887;genbank:gi:48697190
mge:1646	11b		36012	65	65	294631	virus	DNA	ds	linear	yes	Flavobacterium sp.	239	genbank:GenomeProject:14565;genbank:acc:NC_006356;genbank:gi:77020112
mge:1647	RSM1		8999	15	15	384359	virus	DNA	ss	circular	yes	Ralstonia solanacearum	305	genbank:GenomeProject:18239;genbank:acc:NC_008574;genbank:gi:117676340
mge:1648	PBI1		64494	81	81	373410	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17165;genbank:acc:NC_008198;genbank:gi:109522776
mge:1649	DMS3		36415	52	52	389469	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:18521;genbank:acc:NC_008717;genbank:gi:119953625
mge:1650	NC13		5577	11	11	338132	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16621;genbank:acc:NC_007849;genbank:gi:89888961
mge:1651	WA10		5386	11	11	338125	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16615;genbank:acc:NC_007842;genbank:gi:89888889
mge:1652	ID2		5486	11	11	338100	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16591;genbank:acc:NC_007817;genbank:gi:89888607
mge:1653	OP1		43785	59	59	329254	virus	DNA	ds	linear	yes	Xanthomonas oryzae	347	genbank:GenomeProject:16299;genbank:acc:NC_007709;genbank:gi:84662593
mge:1654	85		44283	78	78	59506	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15260;genbank:acc:NC_007050;genbank:gi:66394870
mge:1655	K		127395	115	115	221915	virus	DNA	ds	linear	yes	Staphylococcus	1279	genbank:acc:NC_005880;genbank:gi:48696391
mge:1656	Che12		52047	101	98	373405	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium tuberculosis	1763;1773	genbank:GenomeProject:17143;genbank:acc:NC_008203;genbank:gi:109392453
mge:1657	M6		59446	85	85	347328	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:16387;genbank:acc:NC_007809;genbank:gi:89155211
mge:1658	WA5		5577	11	11	338130	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16635;genbank:acc:NC_007847;genbank:gi:89903042
mge:1659	RSS1		6662	12	12	384360	virus	DNA	ss	circular	yes	Ralstonia solanacearum	305	genbank:GenomeProject:18291;genbank:acc:NC_008575;genbank:gi:118430711
mge:1660	phiSMA9		6907	7	7	334856	virus	DNA	ds	linear	yes	Stenotrophomonas maltophilia	40324	genbank:GenomeProject:15493;genbank:acc:NC_007189;genbank:gi:70727678
mge:1661	Llij		56852	100	100	373408	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17149;genbank:acc:NC_008196;genbank:gi:109392186
mge:1662	phiNM		43128	64	64	387905	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:18293;genbank:acc:NC_008583;genbank:gi:118430724
mge:1663	PR4		14954	31	31	318595	virus	DNA	ds	linear	yes	Salmonella typhimurium LT2	99287	genbank:GenomeProject:15888;genbank:acc:NC_007451;genbank:gi:77122851
mge:1665	phi52237		37639	47	47	332032	virus	DNA	ds	linear	yes	Burkholderia pseudomallei	28450	genbank:GenomeProject:15422;genbank:acc:NC_007145;genbank:gi:117676329
mge:1666	52A		41690	65	65	320847	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15278;genbank:acc:NC_007062;genbank:gi:66396267
mge:1667	RB43		180500	292	292	115991	virus	DNA	ds	linear	yes	Enterobacteriaceae	543	genbank:GenomeProject:15417;genbank:acc:NC_007023;genbank:gi:66391451
mge:1668	SH1		30889	0	56	326574	virus	DNA	ds	linear	yes	Haloarcula hispanica	51589	genbank:GenomeProject:15535;genbank:acc:NC_007217;genbank:gi:71647259
mge:1669	66		18199	27	27	320832	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15263;genbank:acc:NC_007046;genbank:gi:66395187
mge:1670	WA45		6068	10	10	338105	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16596;genbank:acc:NC_007822;genbank:gi:89888663
mge:1671	Wildcat		78441	171	148	373415	virus	DNA	ds	linear	yes	Mycobacterium;Mycobacterium smegmatis	1763;1772	genbank:GenomeProject:17175;genbank:acc:NC_008206;genbank:gi:109521437
mge:1672	NC37		5386	11	11	338120	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16610;genbank:acc:NC_007837;genbank:gi:89888829
mge:1673	BIP-1		42638	48	48	263375	virus	DNA	ds	linear	yes	Bordetella bronchiseptica	518	genbank:acc:NC_005809;genbank:gi:45429984
mge:1674	K1E		45251	62	62	344022	virus	DNA	ds	linear	yes	Escherichia coli	562	genbank:GenomeProject:16228;genbank:acc:NC_007637;genbank:gi:83571714
mge:1675	Q54		26537	47	47	382685	virus	DNA	ds	linear	yes	Lactococcus lactis	1358	genbank:GenomeProject:17739;genbank:acc:NC_008364;genbank:gi:115304270
mge:1676	92		42431	74	74	320849	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:15280;genbank:acc:NC_007064;genbank:gi:66396406
mge:1677	rod-shaped virus 1		32308	45	45	157898	virus	DNA	ds	linear	yes	Sulfolobus islandicus	43080	genbank:GenomeProject:14514;genbank:acc:NC_004087;genbank:gi:22122227
mge:1678	ID22		5386	11	11	338112	virus	DNA	ss	circular	yes	Escherichia coli	562	genbank:GenomeProject:16602;genbank:acc:NC_007829;genbank:gi:89888731
mge:1679	PH15		44041	68	68	399185	virus	DNA	ds	linear	yes	Staphylococcus epidermidis	1282	genbank:GenomeProject:18525;genbank:acc:NC_008723;genbank:gi:119967833
mge:1680	phiAsp2		58638	76	76	279303	virus	DNA	ds	linear	yes	Actinoplanes	1865	genbank:GenomeProject:14378;genbank:acc:NC_005885;genbank:gi:48697401
mge:78	chp1		4877	12	12	10857	virus	DNA	ss	circular	yes	Chlamydophila psittaci	83554	genbank:acc:NC_001741;genbank:gi:9629143
mge:7	K139		33106	44	44	70734	virus	DNA	ds	linear	yes	Vibrio cholerae O139	45888	genbank:acc:NC_003313;genbank:gi:17975105
mge:1843	P23-45		84201	117	117	466051	virus	DNA	ds	linear	yes	Thermus thermophilus	274	genbank:GenomeProject:20765;genbank:acc:NC_009803;genbank:gi:157265294
mge:1844	P35		35822	56	56	330398	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20799;genbank:acc:NC_009814;genbank:gi:157325365
mge:1845	P1201		70579	0	97	384848	virus	DNA	ds	linear	yes	Corynebacterium glutamicum	1718	genbank:GenomeProject:20781;genbank:acc:NC_009816;genbank:gi:157310906
mge:1846	Tweety		58692	0	109	439809	virus	DNA	ds	linear	yes	Mycobacterium smegmatis	1772	genbank:GenomeProject:20787;genbank:acc:NC_009820;genbank:gi:157311189
mge:1847	Min1		46365	77	77	446529	virus	DNA	ds	linear	yes	Microbacterium nematophilum	151262	genbank:GenomeProject:19961;genbank:acc:NC_009603;genbank:gi:149882781
mge:1848	phiE12-2		36690	50	50	431892	virus	DNA	ds	linear	yes	Burkholderia pseudomallei	28450	genbank:GenomeProject:19161;genbank:acc:NC_009236;genbank:gi:134288688
mge:1849	Bethlehem		52250	87	87	260121	virus	DNA	ds	linear	yes	Mycobacterium smegmatis	1772	genbank:GenomeProject:20945;genbank:acc:NC_009878;genbank:gi:157786475
mge:1850	B025		42653	65	65	330396	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20795;genbank:acc:NC_009812;genbank:gi:157325217
mge:1851	SETP3		42572	53	53	424944	virus	DNA	ds	linear	yes	Salmonella enteritidis	592	genbank:GenomeProject:19157;genbank:acc:NC_009232;genbank:gi:134288562
mge:1852	Acidianus rod-shaped virus 1		24655	41	41	309181	virus	DNA	ds	linear	yes	Acidianus sp. Acii26	315460	genbank:GenomeProject:27799;genbank:acc:NC_009965;genbank:gi:159341058
mge:1853	U2		51277	81	81	260120	virus	DNA	ds	linear	yes	Mycobacterium smegmatis	1772	genbank:GenomeProject:20943;genbank:acc:NC_009877;genbank:gi:157786393
mge:1854	BcepNY3		47382	70	70	446807	virus	DNA	ds	linear	yes	Burkholderia cenocepacia HI2424	331272	genbank:GenomeProject:19963;genbank:acc:NC_009604;genbank:gi:149882900
mge:1855	tp310-2		45710	67	67	445516	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:20661;genbank:acc:NC_009762;genbank:gi:157102937
mge:1856	Syn5		46214	61	61	438482	virus	DNA	ds	linear	yes	Synechococcus sp. WH 8109	166314	genbank:GenomeProject:19763;genbank:acc:NC_009531;genbank:gi:148724443
mge:1857	phiO18P		33985	45	45	393598	virus	DNA	ds	linear	yes	Aeromonas media	651	genbank:GenomeProject:19769;genbank:acc:NC_009542;genbank:gi:158518661
mge:1858	80alpha		43864	73	73	53369	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:19749;genbank:acc:NC_009526;genbank:gi:148717842
mge:1859	A006		38124	62	62	330399	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20801;genbank:acc:NC_009815;genbank:gi:157325422
mge:1860	LKD16		43200	53	53	386792	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:21043;genbank:acc:NC_009935;genbank:gi:158345023
mge:1861	phiC2		56538	82	82	262071	virus	DNA	ds	linear	yes	Clostridium difficile	1496	genbank:GenomeProject:19153;genbank:acc:NC_009231;genbank:gi:134287335
mge:1862	phiE255		37446	55	55	431894	virus	DNA	ds	linear	yes	Burkholderia thailandensis	57975	genbank:GenomeProject:19165;genbank:acc:NC_009237;genbank:gi:134288788
mge:1863	RSA1		38760	51	51	406340	virus	DNA	ds	linear	yes	Ralstonia solanacearum	305	genbank:GenomeProject:19481;genbank:acc:NC_009382;genbank:gi:145708074
mge:1865	SAP-2		17938	0	20	470865	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:20925;genbank:acc:NC_009875;genbank:gi:157738587
mge:1866	phiE202		35741	48	48	431893	virus	DNA	ds	linear	yes	Burkholderia thailandensis	57975	genbank:GenomeProject:19163;genbank:acc:NC_009234;genbank:gi:134288739
mge:1867	Phage MP22		36409	51	51	397353	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa UCBPP-PA14	208963	genbank:GenomeProject:20961;genbank:acc:NC_009818;genbank:gi:157834972
mge:1868	KSY1		79232	131	130	388452	virus	DNA	ds	linear	yes	Lactococcus lactis	1358	genbank:GenomeProject:20783;genbank:acc:NC_009817;genbank:gi:157311004
mge:1869	Av-1		17171	23	22	338473	virus	DNA	ds	linear	yes	Actinomyces naeslundii	1655	genbank:GenomeProject:20057;genbank:acc:NC_009643;genbank:gi:151266287
mge:1870	P74-26		83319	116	116	466052	virus	DNA	ds	linear	yes	Thermus thermophilus	274	genbank:GenomeProject:20767;genbank:acc:NC_009804;genbank:gi:157265412
mge:1871	cdtI		47021	60	60	414970	virus	DNA	ds	linear	yes	Escherichia coli	562	genbank:GenomeProject:19737;genbank:acc:NC_009514;genbank:gi:148609382
mge:1872	TLS		49902	87	87	245685	virus	DNA	ds	linear	yes	Escherichia coli K12	83333	genbank:GenomeProject:19775;genbank:acc:NC_009540;genbank:gi:148734472
mge:1873	LL-H		34659	51	51	12348	virus	DNA	ds	linear	yes	Lactobacillus delbrueckii subsp. lactis	29397	genbank:GenomeProject:19803;genbank:acc:NC_009554;genbank:gi:148750834
mge:1874	0305phi8-36		218948	246	246	458639	virus	DNA	ds	linear	yes	Bacillus thuringiensis	1428	genbank:GenomeProject:20653;genbank:acc:NC_009760;genbank:gi:156563990
mge:1875	tp310-3		41966	58	58	445517	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:20663;genbank:acc:NC_009763;genbank:gi:157102938
mge:1876	B054		48172	80	80	330397	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20797;genbank:acc:NC_009813;genbank:gi:157325284
mge:1877	bacteriophage bv1		34931	54	54	396034	virus	DNA	ds	linear	yes	Bacillus sp. 6k512	391289	genbank:GenomeProject:20397;genbank:acc:NC_009737;genbank:gi:155042918
mge:1878	Pf-WMP3		43249	41	41	440250	virus	DNA	ds	linear	yes	Phormidium foveolarum	28075	genbank:GenomeProject:19801;genbank:acc:NC_009551;genbank:gi:148747799
mge:1879	LKA1		41593	56	56	386793	virus	DNA	ds	linear	yes	Pseudomonas aeruginosa	287	genbank:GenomeProject:21045;genbank:acc:NC_009936;genbank:gi:158345134
mge:1880	filamentous virus 2		31787	53	52	300186	virus	DNA	ds	linear	yes	Acidianus pozzuoliensis	314564	genbank:GenomeProject:20965;genbank:acc:NC_009884;genbank:gi:157929273
mge:1881	phi644-2		48674	71	71	431891	virus	DNA	ds	linear	yes	Burkholderia pseudomallei	28450	genbank:GenomeProject:19159;genbank:acc:NC_009235;genbank:gi:148747798
mge:1882	BcepGomr		52414	75	75	437329	virus	DNA	ds	linear	yes	Burkholderia cepacia	292	genbank:GenomeProject:19579;genbank:acc:NC_009447;genbank:gi:146329912
mge:1883	A511		134494	206	190	40523	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20793;genbank:acc:NC_009811;genbank:gi:157325024
mge:1884	PA6		29739	48	48	376758	virus	DNA	ds	linear	yes	Propionibacterium acnes	1747	genbank:GenomeProject:19767;genbank:acc:NC_009541;genbank:gi:148727082
mge:1885	phiEF24C		142072	226	221	442493	virus	DNA	ds	linear	yes	Enterococcus faecalis	1351	genbank:GenomeProject:21009;genbank:acc:NC_009904;genbank:gi:158079296
mge:1886	A500		38867	63	63	40522	virus	DNA	ds	linear	yes	Listeria monocytogenes	1639	genbank:GenomeProject:20791;genbank:acc:NC_009810;genbank:gi:157324960
mge:1887	L5		2435	0	0	440576	virus	DNA	ds	linear	yes	Oenococcus oeni	1247	genbank:GenomeProject:14306;genbank:acc:NC_009534;genbank:gi:148717939
mge:1888	Phi1		164270	276	276	448384	virus	DNA	ds	linear	yes	Escherichia coli K12	83333	genbank:GenomeProject:20789;genbank:acc:NC_009821;genbank:gi:157311299
mge:1889	Xop411		44520	58	58	470314	virus	DNA	ds	linear	yes	Xanthomonas oryzae	347	genbank:GenomeProject:19771;genbank:acc:NC_009543;genbank:gi:148727181
mge:1890	P9		40539	0	53	403905	virus	DNA	ds	linear	yes	Streptococcus equi	1336	genbank:GenomeProject:20785;genbank:acc:NC_009819;genbank:gi:157311135
mge:1891	tp310-1		41407	59	59	445515	virus	DNA	ds	linear	yes	Staphylococcus aureus	1280	genbank:GenomeProject:20659;genbank:acc:NC_009761;genbank:gi:157102936
mge:1892	Geobacillus virus E2		40863	71	71	447909	virus	DNA	ds	linear	yes	Geobacillus	129337	genbank:GenomeProject:19797;genbank:acc:NC_009552;genbank:gi:158380386
mge:1893	BFK20		42968	55	55	28358	virus	DNA	ds	linear	yes	[Brevibacterium] flavum	92706	genbank:GenomeProject:20757;genbank:acc:NC_009799;genbank:gi:157168373
mge:2000	bIL67		22195	0	37	36343	virus	DNA	ds	linear	yes	Lactococcus	1357	genbank:acc:L33769;genbank:gi:522252
mge:2001	phiEcoM-GJ1		52975	0	75	451705	virus	DNA	ds	linear	yes			genbank:acc:EF460875;genbank:gi:150416334
mge:164	ST64T		40679	65	65	173443	virus	DNA	ds	linear	yes	Salmonella typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium	602;90371	genbank:acc:NC_004348;genbank:gi:24371534
mge:329	phi-105		39325	51	51	10717	virus	DNA	ds	linear	yes	Bacillus subtilis	1423	genbank:acc:NC_004167;genbank:gi:22854993
