Name	Accessions	Description	References
Tn5276	NA	Tn5276 is a 70 kb chromosomally located conjugative transposon found in Lactococcus lactis. It confers resistance to nisin, a lanthionine-containing peptide with antimicrobial activity, and helps in utilization of sucrose via a phosphotransferase system.	Rauch, P. J., & De Vos, W. M. (1992). Characterization of the novel nisin-sucrose conjugative transposon Tn5276 and its insertion in Lactococcus lactis. Journal of Bacteriology, 174(4), 1280-1287. DOI: 10.1128/jb.174.4.1280-1287.1992. PMCID: PMC206422
Tn5301	NA	Tn5301 is a 70 kb chromosomally-located transposon that shares the features with Tn916 family of conjugative transposons. It carries the gene clusters for biosynthesis of nisin, a lactococcal peptide antibiotic. It also carries genes for sucrose catabolism.	Horn, N., Swindell, S., Dodd, H. and Gasson, M., 1991. Nisin biosynthesis genes are encoded by a novel conjugative transposon. Molecular and General Genetics MGG, 228(1), pp.129-135. DOI: 10.1007/BF00282457
Tn5306	NA	Tn5306 is a sucrose-nisin transposon that belongs to Tn916 family of conjugative transposon. It was originally found to be located in the chromosome of Lactococcus lactis K1-23.	Thompson, J., Sackett, D.L. and Donkersloot, J.A., 1991. Purification and properties of fructokinase I from Lactococcus lactis. Localization of scrK on the sucrose-nisin transposon Tn5306. Journal of Biological Chemistry, 266(33), pp.22626-22633. PMID: 1658003
Tn5381	NA	Both the Tn5381 and Tn5383 are 19 kb conjugative transposons related to Tn916. They were originally detected in two different strains of multidrug resistant Enterococcus faecalis. They confer resistance to tetracycline and minocycline via a tetM gene.	Rice, L. B., Marshall, S. H., & Carias, L. L. (1992). Tn5381, a conjugative transposon identifiable as a circular form in Enterococcus faecalis. Journal of bacteriology, 174(22), 7308-7315. PMCID: PMC207425
Tn5382	NA	Tn5382 is a 27 kb transposon encoding VanB-type glycopeptide resistance in Enterococcus faecium.	Carias, L. L., Rudin, S. D., Donskey, C. J., & Rice, L. B. (1998). Genetic linkage and cotransfer of a novel, vanB-containing transposon (Tn5382) and a low-affinity penicillin-binding protein 5 gene in a clinical vancomycin-resistant Enterococcus faecium isolate. Journal of Bacteriology,180(17), 4426-4434. PMCID: PMC107451
Tn5383	NA	Both the Tn5381 and Tn5383 are 19 kb conjugative transposons related to Tn916. They were originally detected in two different strains of multidrug resistant Enterococcus faecalis. They confer resistance to tetracycline and minocycline via a tetM gene.	Rice, L. B., Marshall, S. H., & Carias, L. L. (1992). Tn5381, a conjugative transposon identifiable as a circular form in Enterococcus faecalis. Journal of bacteriology, 174(22), 7308-7315. PMCID: PMC207425
Tn5384	NA	Tn5384 is a 26 kb erythromycin-gentamicin resistant composite transposon originally detected in Enterococcus faecalis CH116.	Rice, L. B., Carias, L. L., & Marshall, S. H. (1995). Tn5384, a composite enterococcal mobile element conferring resistance to erythromycin and gentamicin whose ends are directly repeated copies of IS256. Antimicrobial Agents and Chemotherapy, 39(5), 1147-1153. PMCID: PMC162698
Tn5385	NA	Tn5385 is a 65 kb multidrug resistant composite transposon found to be located in the chromosomes of clinical strains of Enterococcus faecalis ( E. faecalis CH19 and E. faecalis CH116). It confers resistance to erythromycin, gentamicin, mercuric chloride, streptomycin, tetracycline-minocycline, and penicillin via beta-lactamase production. .	Rice, L. B., & Carias, L. L. (1998). Transfer of Tn5385, a composite, multiresistance chromosomal element from Enterococcus faecalis. Journal of Bacteriology, 180(3), 714-721. PMCID: PMC106943
Tn5386	DQ321786.1	Tn5386 is 29 kb ampicillin resistant transposon belong to the family of Tn916. It was originally detected in Enterococcus faecium D344R. It was also found to carry an operon with significant similarities to lantibiotic immunity genes.	Rice, L. B., Carias, L. L., Marshall, S., Rudin, S. D., & Hutton-Thomas, R. (2005). Tn5386, a novel Tn916-like mobile element in Enterococcus faecium D344R that interacts with Tn916 to yield a large genomic deletion. Journal of Bacteriology, 187(19), 6668-6677. PMCID: PMC1251567 DOI: 10.1128/JB.187.19.6668-6677.2005 Rice, L. B., Carias, L. L., Marshall, S. H., Hutton-Thomas, R., & Rudin, S. (2007). Characterization of Tn5386, a Tn916-related mobile element. Plasmid, 58(1), 61-67. DOI: 10.1016/j.plasmid.2007.01.002
Tn5393	M96392.1	Tn5393 is a 6.7 kb transposon which confers resistance to streptomycin via two genes, strA and strB. The Tn5393 was originally found to be located on plasmid pEa34 from streptomycin-resistant strain CA11 of Erwinia amylovora.	Chiou, C. S., & Jones, A. L. (1993). Nucleotide sequence analysis of a transposon (Tn5393) carrying streptomycin resistance genes in Erwinia amylovora and other gram-negative bacteria. Journal of Bacteriology, 175(3), 732-740. PMCID: PMC196212
Tn5394	AY123045.1	Tn5394 is a 6.33 kb transposon detected on plasmid, pEP36 isolated from Erwinia pyrifoliae strain Ep1/96.	McGhee, G. C., Schnabel, E. L., Maxson-Stein, K., Jones, B., Stromberg, V. K., Lacy, G. H., & Jones, A. L. (2002). Relatedness of chromosomal and plasmid DNAs of Erwinia pyrifoliae and Erwinia amylovora. Applied and Environmental Microbiology, 68(12), 6182-6192. DOI: 10.1128/AEM.68.12.6182-6192.2002
Tn5396	NA	Tn5396 is a transposon related to Tn3 family of transposons. It was detected on the plasmid, pEC22 from E.coli.	Elhai, J., Cai, Y., & Wolk, C. P. (1994). Conduction of pEC22, a plasmid coding for MR. EcoT22I, mediated by a resident Tn3-like transposon, Tn5396. Journal of Bacteriology, 176(16), 5059-5067. PMCID: PMC196345
Tn5401	U03554	Tn5401 is a 4.8-kb Tn3-like transposon, isolated from a sporulation-deficient variant of Bacillus thuringiensis subsp. morrisoni EG2158. It contains ORF2, ORF1, site-specific recombinase (tnpI), and transposase (tnpA) genes.	Baum, J. A. (1994). Tn5401, a new class II transposable element from Bacillus thuringiensis. Journal of Bacteriology, 176(10), 2835–2845. DOI: 10.1128/jb.176.10.2835-2845.1994
Tn5403	X75779	Tn5403 is a 3.6-kb Tn3-like transposon, isolated from Klebsiella pneumoniae. It contains tnpA and tnpR genes, providing a helper function in the mobilisation of nonconjugative plasmids.	Rinkel M, Hubert JC, Roux B & Lett MC (1994) Identification of a new transposon Tn5403 in a Klebsiella pneumoniae strain isolated from a polluted aquatic environment. Current microbiology 29: 249-254. DOI: 10.1007/BF01577436
Tn5404	L43098	Tn5404 is a16-kb transposon, related to Tn552, which is found on plasmid pIP1066 from a methicillin-resistant Staphylococcus aureus strain. It composes of composite transposon Tn5405 (containing IS1181, aphA-3 and aadE resistance genes, which are flanked by IS1182 elements) and genes encoding proteins involved in its transposition.	Derbise A, Dyke KG & el Solh N (1995) Rearrangements in the staphylococcal beta-lactamase-encoding plasmid, pIP1066, including a DNA inversion that generates two alternative transposons. Molecular microbiology 17: 769-779. DOI: 10.1111/j.1365-2958.1995.mmi_17040769.x
Tn5405	U73025|U73026|U73027	Tn5405 is a 12-kb composite transposon found as a part of another transposon Tn5404. It contains two aminoglycosides resistance genes, aphA-3 and aadE, which are flanked by inverted repeats of IS1182.	Derbise A, de Cespedes G & el Solh N (1997) Nucleotide sequence of the Staphylococcus aureus transposon, Tn5405, carrying aminoglycosides resistance genes. Journal of basic microbiology 37: 379-384. DOI: 10.1002/jobm.3620370511
Tn5406	JQ319423	Tn5406 is a 5.5-kb transposon isolated from a clinical isolate of Staphylococcus aureus (BM3327). It carries transposase genes (tnpA,B and C) and a variant of vgaA, which encodes a putative ABC protein conferring streptogramin A resistance.	Haroche, J., Allignet, J., & El Solh, N. (2002). Tn5406, a New Staphylococcal Transposon Conferring Resistance to Streptogramin A and Related Compounds Including Dalfopristin. Antimicrobial Agents and Chemotherapy, 46(8), 2337–2343. DOI: 10.1128/AAC.46.8.2337-2343.2002
Tn5422	L28104	Tn5422 is a 6.5-kb transposon, closely related to Tn917, which is found on plasmids from Listeria monocytogenes. It contains cadmium resistance genes (cadA and cadC), transposition genes (tnpA and tnpR) and a putative recombination site (res).	Lebrun, M., Audurier, A., & Cossart, P. (1994). Plasmid-borne cadmium resistance genes in Listeria monocytogenes are present on Tn5422, a novel transposon closely related to Tn917. Journal of Bacteriology, 176(10), 3049–3061. DOI: 10.1128/jb.176.10.3049-3061.1994
Tn5431	X87813|X87814	Tn5431 is a 16-kb transposon, isolated from plasmid pRK100 from Escherichia coli. It was demonstrated that Tn5431 arose by transposition of Tn3 (containing bla, mutated tnpA and tnpR genes) into Tn1721 (containing tet, tnpA, tnpR and orfI genes).	Zgur-Bertok D, Ambrozic J & Grabnar M (1996) Tn5431 arose by transposition of Tn3 into Tn1721. Canadian journal of microbiology 42: 1274-1276. DOI: 10.1139/m96-166
Tn5432	AF411029	Tn5432 is a 4.5-kb composite transposon, identified on plasmid pTP10 from the clinical isolate Corynebacterium xerosis. It contains an erythromycin resistance gene erm(X) (conferring macrolide-lincosamide-streptogramin B resistance), which is flanked by two IS1249 elements.	Tauch A, Kassing F, Kalinowski J & Puhler A (1995) The Corynebacterium xerosis composite transposon Tn5432 consists of two identical insertion sequences, designated IS1249, flanking the erythromycin resistance gene ermCX. Plasmid 34: 119-131. DOI: 10.1006/plas.1995.9995
Tn5466	X81655	Tn5466 is an 8.8-kb composite transposon, found on plasmid pDML508 from the multidrug-resistant strain Enterococcus hirae S185. It contains an inverted repeat of IS1216 elements, which is flanking methylase-encoding ermAM and adenylyl-transferase-encoding aadE genes, conferring erythromycin and streptomycin resistance, respectively.	Raze, D., et al. (1998). The Gene Encoding the Low-Affinity Penicillin-Binding Protein 3r in Enterococcus hirae S185R Is Borne on a Plasmid Carrying Other Antibiotic Resistance Determinants. Antimicrobial Agents and Chemotherapy, 42(3), 534–539. PMID: 9517928
Tn5467	L37364	Tn5467 is a 3.5-kb Tn21-like transposon, found on plasmid pTF-FC2 from Thiobacillus ferrooxidans. It contains genes encoding thioredoxin, MerR regulatory protein and inactive transposase.	Clennel, A. M., Johnston, B., & Rawlings, D. E. (1995). Structure and function of Tn5467, a Tn21-like transposon located on the Thiobacillus ferrooxidans broad-host-range plasmid pTF-FC2. Applied and Environmental Microbiology, 61(12), 4223–4229. PMID: 8534089
Tn5468	AF032884	Tn5468 is an 8-kb Tn7-like transposon, found in Thiobacillus ferrooxidans ATCC 33020. It contains transposition genes tnsA, tnsB, tnsC, and tnsD.	Oppon, J. C., et al. (1998). A Tn7-Like Transposon Is Present in the glmUS Region of the Obligately Chemoautolithotrophic Bacterium Thiobacillus ferrooxidans. Journal of Bacteriology, 180(11), 3007–3012. PMID: 9603897
Tn5469	U33002	Tn5469 is a 4.9-kb transposon, isolated from Fremyella diplosiphon. It contains three slightly overlapping potential ORFs, encoding TnpA and two proteins with unknown function.	Kahn, K., & Schaefer, M. R. (1995). Characterization of transposon Tn5469 from the cyanobacterium Fremyella diplosiphon. Journal of Bacteriology, 177(24), 7026–7032. DOI: 10.1128/jb.177.24.7026-7032.1995
Tn5481	AJ000993	Tn5481 is a 5-kb transposon isolated from Lactococcus lactis N8. It contains orfA, orfB orfC and orfD (encoding hypothetical proteins), and nisG gene (nisin immunity).	Immonen T, Wahlstrom G, Takala T & Saris PE (1998) Evidence for a mosaic structure of the Tn5481 in Lactococcus lactis N8. DNA sequence : the journal of DNA sequencing and mapping 9: 245-261. DOI: 10.3109/10425179809008465
Tn5491	NA	Tn5491 is constructed based on Tn1721 (containing tetA and tetR genes) by adding a universal M13 primer binding site (UP) for DNA sequencing to the left end of Tn1721.	Fischer, J., et al. (1996). "The use of an improved transposon mutagenesis system for DNA sequencing leads to the characterization of a new insertion sequence of Streptomyces lividans 66." Gene 180(1-2): 81-89. DOI: 10.1016/S0378-1119(96)00409-X
Tn5492	NA	Tn5492 is located on plasmid pJOE2129 and constructed based on IS1373, identified from Streptomyces lividans. Thiostrepton resistance gene (tsr) was inserted between the C-terminal end of the putative transposase gene insA and the next IR of IS1373.	Volff, J. N., & Altenbuchner, J. (1997). High-frequency transposition of IS1373, the insertion sequence delimiting the amplifiable element AUD2 of Streptomyces lividans. Journal of Bacteriology, 179(17), 5639–5642. DOI: 10.1128/jb.179.17.5639-5642.1997
Tn5493	NA	Tn5493 is a mini-Tn5 derivative transposon, which is a part of transposon delivery vector pJOE2577, constructed as a tool for genetic and molecular analysis of the antibiotic-producing streptomycetes. It contains thiostrepton resistance gene (tsr), tnpA of IS50 elements.	Volff, J. N. and J. Altenbuchner (1997). "High frequency transposition of the Tn5 derivative Tn5493 in Streptomyces lividans." Gene 194(1): 81-86. DOI: 10.1016/S0378-1119(97)00163-7
Tn5495	NA	Tn5495 is a mini-transposon derived from Tn5, located on plasmid pCro2a. It contains kanamycin resistance genes.	Onaca, C. et al. (2007). Degradation of Alkyl Methyl Ketones by Pseudomonas veronii MEK700 . Journal of Bacteriology, 189(10), 3759–3767. DOI: 10.1128/JB.01279-06
Tn6000	FN555436	Previously designated EfcTn1, this conjugative transposon confers tetracycline resistance via tet(S). It is based on a Tn916-like backbone however the integrase is more related to the integrase of Staphylococcal pathogenicity islands.	Roberts et al.,(2006) Characterization of the Ends and Target Site of a Novel Tetracycline Resistance-Encoding Conjugative Transposon from Enterococcus faecium 664.1H1. Journal of Bacteriology 188:4356-61. doi: 10.1128/JB.00129-06 Brouwer et al., (2010) Characterisation of the conjugative transposon Tn6000 from Enterococcus casseliflavis 664.1H1 (formerly Enterococcus faecium 664.1H1). FEMS Microbiology Letters. 309(1):71-6. doi: 10.1111/j.1574-6968.2010.02018.x Novais C, et al., (2012) Different genetic supports for the tet(S) gene in Enterococci. Antimicrob Agents Chemother. 56(11):6014-8. doi: 10.1128/AAC.00758-12.  Novais C, et al., (2012) A tet(S/M) hybrid from CTn6000 and CTn916 recombination. Microbiology. 158(Pt 11):2710-1. doi: 10.1099/mic.0.062729-0. Starikova I et al., (2013) Fitness costs of various mobile genetic elements in Enterococcus faecium and Enterococcus faecalis. J Antimicrob Chemother. 2013 Dec;68(12):2755-65. doi: 10.1093/jac/dkt270 Ciric L, et al., (2014) Minocycline resistance in an oral Streptococcus infantis isolate is encoded by tet(S) on a novel small, low copy number plasmid. FEMS Microbiol Lett. 2014 Apr;353(2):106-15. doi: 10.1111/1574-6968.12410
Tn6001	EF138817	a Transposon-Like Element Containing the blaVIM-3-Harboring Integron In450	Tseng SP et al.,(2007) Tn6001, a Transposon-Like Element Containing the blaVIM-3-harboring Integron In450. Antimicrobial Agents and Chemotherapy. 51(11):4187-90. doi: 10.1128/AAC.00542-07. Sung-Pin Tseng, Jui-Chang Tsai, Lee-Jene Teng, Po-Ren Hsueh (2009) Dissemination of transposon Tn6001 in carbapenem-non-susceptible and extensively drug-resistant Pseudomonas aeruginosa in Taiwan. J Antimicrob Chemother. 2009 Dec; 64(6): 1170–1174. doi: 10.1093/jac/dkp341
Tn6002	AY898750	Tn916-like element with a 2.8kb erythromycin resistance encoding insert within orf20.	Warburton PJ et al.,(2007) Demonstration of in vivo transfer of doxycycline resistance mediated by a novel transposon. Journal of Antimicrobial Chemotherapy. 60(5):973-80 DOI: 10.1093/jac/dkm331
Tn6003	AM410044	Tn6003; (4225 bp) contains an erm(B) (lacking the stop codon) with its peptide leader; an aminoglycoside-streptothricin resistance cluster (aadE-sat4-aphA-3 genes) (100% homology, save for a deletion of 511 nucletides in aadE); and an ORF identical to orf47 of plasmid pRE25 of E. faecalis. This element has inserted into Tn6002.	Cochetti et al.,(2007) New Tn916-related elements causing erm(B)-mediated erythromycin resistance in tetracycline susceptable pneumococci. Journal of Antimicrobial Chemotherapy. 60(1):127-31
Tn6004	NA	Tn3-like transposon containing an IS26 insertion in tnpR.	Endimiani A et al., (2007). Spread in an Italian Hospital of a clonal Acinetobacter baumannii Strain Producing the TEM-92 Extended-Spectrum Beta-Lactamase. Antimicrobial Agents and Chemotherapy. 51(6):2211-2214.
Tn6005	NA	NA	Labbate et al., (2008). A class 1 integron present in a human commensal has a hybrid transposition module compared to Tn402: evidence of interaction with mobile DNA from natural environments. Journal of Bacteriology. Epub ahead of print
Tn6006	NA	NA	As for Tn6005
Tn6007	NA	NA	As for Tn6005
Tn6008	NA	NA	As for Tn6005
Tn6009	EU239355|EU399632	Tn916 element linked with a Staphylococcus aureus mer operon	Soge et al., (2008). A novel transposon, Tn6009, composed of a Tn916 element linked with a Staphylococcus aureus mer operon. Journal of Antimicrobial Chemotherapy. Epub ahead of print.
Tn6010	EU370913	Composite transposon from E. coli	Norman et al., (2008) Nucleotide sequence of pOLA52: A conjugative IncX1 plasmid from Escherichia coli which enables biofilm formation and multidrug efflux. Plasmid 60:59-74.
Tn6011	EU370913	Composite transposon from E. coli	Norman et al., (2008) Nucleotide sequence of pOLA52: A conjugative IncX1 plasmid from Escherichia coli which enables biofilm formation and multidrug efflux. Plasmid 60:59-74.
Tn6012	AB435014	Putative conjugative transposon from Staphylococcus aureus.	Han et al., (2009)Identification of a novel variant of staphylococcal cassette chromosome mec, type II.5, and Its truncated form by insertion of putative conjugative transposon Tn6012. Antimicrobial Aents and Chemotherapy. 53, 2616-9
Tn6013	FJ231270	Integrative conjugative element from Staphylococcus aureus. Designated ICE6013	Smyth and Robinson, 2009, Integrative and sequence characteristics of a novel genetic element, ICE6013, in Staphylococcus aureus. Journal of Bacteriology. 191: 5964-75
Tn6014	EU918655	Tn5801-like transposon shown to transfer horizontally from one S. aureus into the S. aureus recipient RN4220F	J Antimicrob Chemother. 2009 Sep; 64 (3): 490-500
Tn6015	NA	NA	NA
Tn6016	NA	NA	NA
Tn6017	NA	NA	NA
Tn6018	FJ172370	Carries determinants of resistance to cadmium and zinc	Post and Hall. (2009) AbaR5, a large multiple-antibiotic resistance region found in Acinetobacter baumannii. Antimicrobial Agents and Chemotherapy. 53:2667-2671
Tn6019	CP001182	Backbone of AbaR-type genomic islands in A. baumannii. Putative transposition genes related to tniA and tniB of Tn402. Contains genes for arsenate resistance, a sulphate permease and universal stress protein. In AbaR3 type resistance islands, Tn6019 is interrupted by a large insertion containing antibiotic resistance genes and flanked by copies of Tn6018.	Post et al., (2010) Evolution of AbaR-type genomic resistance islands in multiply antibiotic-resistant Acinetobacter baumannii. J Antimicrob Chemother. 65; 1162-1170.
Tn6020	FJ172370	Transposon containing aphA1b flanked by directly oriented IS26.	Post and Hall. (2009) AbaR5, a large multiple-antibiotic resistance region found in Acinetobacter baumannii. Antimicrobial Agents and Chemotherapy. 53:2667-2671
Tn6021	CP000521	13.1 kb transposon in comM of Acinetobacter baumannii ATCC17978. Contains ISAba11 in orf1. Related to Tn6019.	V.P. Post, P.A. White and R.M. Hall (2010) Evolution of AbaR-type genomic resistance islands in multiply antibiotic-resistant Acinetobacter baumannii. J. Antimicrob. Chemother. 65: 1162-1170
Tn6022	NA	12.0 kb transposon forming the backbone of AbaR4. Closely related to Tn6021 lacking ISAba11.	S.J. Nigro and R.M. Hall (2011) Unpublished
Tn6023	GU562437	2.6 kb transposon comprised of the aphA1b gene flanked by inversely oriented IS26	A.K. Cain and R.M. Hall (2011) Transposon Tn5393e carrying the aphA1-containing transposon Tn6023 upstream of strAB does not confer resistance to streptomycin. Microbial Drug Resistance.
Tn6024	BX664015	32.4 kb transposon carrying determinants of resistance to copper and silver ions. Found in IncHI2 plasmid R478. Related to Tn7.	A.K. Cain and R.M. Hall (2011) A.K. Cain and R.M. Hall (2011) Unpublished
Tn6025	GU562437	Tn1696 relative containing an In4 type class 1 integron with a dfrA5 gene cassette	A.K. Cain, X. Liu, S.P. Djordjevic and R.M. Hall, (2010) Microbial Drug Resistance 16, 197-202.
Tn6026	GQ150541	Tn1696 relative containing an In4 type class 1 integron with a dfrA5 gene cassette and Tn6029 in IS6100	A.K. Cain, X. Liu, S.P. Djordjevic and R.M. Hall, (2010) Microbial Drug Resistance 16, 197-202.
Tn6027	HQ840942	Large transposon containing several antibiotic resistance genes flanked by directly oriented copies of IS1. Derived from Tn2670.	A.K. Cain and R.M. Hall, Unpublished
Tn6028	NA	Tn1696 relative containing an In4 type class 1 integron with a dfrB6-aadA1 gene cassette	A.K. Cain and R.M. Hall, Unpublished
Tn6029	GQ150541	Transposon containing blaTEM, sul2, strA and strB genes, flanked by directly oriented IS26. Contains an internal IS26.	A.K. Cain, X. Liu, S.P. Djordjevic and R.M. Hall, (2010) Microbial Drug Resistance 16, 197-202
Tn6030	NA	NA	NA
Tn6031	EU864422	A mobilizable transposon-like element containing tet(X) sharing organization features and genes with CTnDOT from Bacteroides spp.	Ghosh et al. (2009) Sphingobacterium sp. strain PM2-P1-29 harbours a functional tet(X) gene encoding for the degradation of tetracycline. Journal of Applied Microbiology 106:1336-1342.
Tn6032	AB266126	NA	Suenaga et al., (2009) Novel organization of aromatic degradation pathway genes in a microbial community as revealed by metagenomic analysis. ISME Journal. 3; 1335 - 1348
Tn6033	NA	Called ICE Tn4371 6033 This Tn4371 llike element was found in R. pickettii	Ryan et al. BMC Microbiology (2009), 9; 42
Tn6034	NA	NA	NA
Tn6035	NA	NA	NA
Tn6036	NA	NA	NA
Tn6037	NA	NA	NA
Tn6038	NA	NA	NA
Tn6039	NA	NA	NA
Tn6040	NA	NA	NA
Tn6041	NA	NA	NA
Tn6042	NA	NA	NA
Tn6043	NA	NA	NA
Tn6044	NA	NA	NA
Tn6045	NA	NA	Tsubakishita et al., (2010) Staphylococcal Cassette Chromosome mec-like element in Macrococcus caseolyticus. Antimicrob Agents and Chemother. 54; 1469-1475
Tn6046	NA	NA	NA
Tn6047	NA	NA	NA
Tn6048	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6049	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6050	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6051	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6052	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6053	NA	NA	Van Houdt et al., (2009) New Mobile genetic elements in Cupriavidus metallidurans CH34, their possible roles and occurence in other bacteria. Antonie Van Leeuwenhoek. 96; 205-226.
Tn6054	NA	NA	NA
Tn6055	NA	NA	NA
Tn6056	NA	NA	NA
Tn6057	NA	NA	NA
Tn6058	NA	NA	NA
Tn6059	NA	NA	NA
Tn6060	GQ161847	Tn1403 like transposon with two In70.2-like class 1 integrons inserted.	Chowdhury et al., (2009) Tn6060, a transposon from a genomic island in a Pseudomonas aeruginosa clinical isolate that includes two class 1 integrons. Antimicrob Agents Chemother. 53; 5294-5296.
Tn6061	GU475047.1|GU475055.1	Tn3-like transposon conferring multiple drug resistance	Coyne et al., (2010) Acquisition of a multidrug resistance transposon Tn6061 and IS6100-mediated large chromosomal inversions in Pseudomonas aeruginosa clinical isolates. Microbiology. Epub ahead of print.
Tn6062	NA	NA	Holt et al., 2011. Emergence of a globally dominant IncHI1 plasmid type associated with multiple drug resistant typhoid. PLoS Neglected tropical diseases. 5 (7)
Tn6063	NA	NA	Krol et al., 2012. Role of IncP-1B plasmids pWDL7::rfp and pNB8c in chloroanaline catabolism as determined by genomic and functional analysis. Applied and Environmental Microbiology
Tn6064	NA	NA	NA
Tn6065	NA	NA	NA
Tn6066	NA	NA	NA
Tn6067	NA	NA	NA
Tn6068	NA	NA	NA
Tn6069	NA	NA	NA
Tn6070	NA	NA	NA
Tn6071	NA	NA	NA
Tn6072	GU235985	Tn6072 is a composite transposon resembling staphylococcal cassette chromosome mercury (SCCHg).	Chen et al., 2010. Identification of a novel transposon (Tn6072) and a truncated Staphylococcal Cassette Chromosome me Element in Methicillin-Resistant Staphylococcus aureus ST239. Antimicrobial Agents and Chemotherapy. 54: 3347 - 3354
Tn6073	NA	NA	Brouwer et al., 2011. Genetic organisation, mobility and predicted functions of genes on integrated, mobile genetic elements in sequenced strains of Clostridium difficile. PLoS One. 6(8):e23014
Tn6074	FN298494	NA	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.
Tn6075	FN298495	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.	NA
Tn6076	FN298496	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.	NA
Tn6077	FN298493	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.	NA
Tn6078	NA	NA	NA
Tn6079	NA	NA	de Vries at al., 2011. The gut as reservoir of antibiotic resistance: microbial diversity of tetracycline resistance in mother and infant. PLoS One 6(6):e21644
Tn6080	NA	NA	Chen et al., 2010. Emergence and Distribution of Plasmids Bearing the blaOXA-51-Like Gene with an Upstream ISAba1 in Carbapenem-Resistant Acinetobacter baumannii Isolates in Taiwan. Antimicrobial Agents and Chemotherapy. 54; 4575-4581.
Tn6081	NA	NA	NA
Tn6082	NA	NA	Sampei et al., 2010. Complete genome sequence of the incompatibility group I1 plasmid R64. Plasmid64: 92-103
Tn6083	FN669609	NA	Seth-Smith et al., 2012. Structure, diversity and mobility of the Salmonella pathogenicity island 7 family of integrative and conjugative elements in the Enterobacteriaceae. Journal of Bacteriology 194; 1494-504.
Tn6084	HM243622	NA	Rice et al., 2010. Multiple copies of functional, Tet(M) encoding Tn916-like elements in a clinical Enterococcus faecium isolate. Plasmid. 64: 150-5
Tn6085	HM243623|HM243621	NA	Rice et al., 2010. Multiple copies of functional, Tet(M) encoding Tn916-like elements in a clinical Enterococcus faecium isolate. Plasmid. 64: 150-5
Tn6086	NA	NA	NA
Tn6087	NA	Tn916 like element containing an insertion in orf15. Insertion is IS1216 flanked qrg gene encoding resistance to CTAB	Ciric et al., 2011. Antibiotic and Antiseptic resistance genes are linked on a novel mobile genetic element: Tn6087. Journal of Antimicrobial Chemotherapy. 66: 2235 - 9.
Tn6088	AY509004	A Tn21-like transposon, contains a truncated mer operon, two In2-like integrons, two IS26, and four internal transposons. This DNA sequence is located at the region of 5,781-49,059 in pSC138.	NA
Tn6089	AY509004	A putative transposon, contains two IS26 at both ends and a chloramphenicol-resistant gene, cat2. This DNA sequence is located at the region of 9,103-12,141 in pSC138.	NA
Tn6090	AY509004	A putative transposon, contains two IS26 at both ends, blaTEM_67 and two component-related genes, including hisKA, rfaF, and betR. This DNA sequence is located at the region of 29,322-35,243 in pSC138.	NA
Tn6091	AY509004	A putative transposon, contains two IS26 at both ends and a flock of conjugation-related genes, including traL, traM, traN, traO, traP, traQ. This DNA sequence is located at the region of 51,909-58,399 in pSC138.	NA
Tn6092	AY509004	A putative TnpA_ISEcp1-mediated transposon, contains three drug-resistance genes, ampC, blc, and sugE, and three inverted repeat sequences, IRL, IRR1, and IRR2, whereas two direct repeats were flanked by both of IRL and IRR2. This DNA sequence is located at the region of 68,273-72,369 in pSC138.	Ye et al., 2011. Analysis of pSC138, the multidrug resistance plasmid of Salmonella enterica serotype Choleraesuis SC-B67. Plasmid. 65: 132-40
